NID,PC,DE,LE,TY,FF
160,4461,Lyons Ave/Exit 55,1.45471,EX,65.0
161,4460,Winans Ave/Exit 54,0.36341,EX,65.24
162,4459,Glenwood Ave,0.81591,EX,65.24
163,4458,Garden State Pky/Exit 52,0.4362,EX,65.24
164,4457,RT-630/Vaux Hall Rd,1.48076,EX,65.24
165,4425,I-95/I-678,0.34775,TR,49.71
166,4426,Tremont Ave,0.46505,TR,49.71
167,4427,Westchester Ave,0.41543,TR,49.71
168,4428,Pelham Pky,0.77326,TR,49.71
169,4429,I-95/Stillwell Ave,0.51235,TR,49.71
170,4430,Orchard Beach/City Island,1.00305,TR,49.15
171,4431,I-95 (North),0.78629,TR,49.71
172,4432,US-1/Boston Rd/Exit 7,0.46473,TR,49.52
173,4433,Sandford Blvd/Exit 8,0.66244,TR,49.65
174,4434,Wolfs Lane/Exit 9,0.16008,TR,49.71
175,4435,3rd St/Exit 10,0.30844,TR,49.34
176,4436,Lincoln Ave/Exit 12,0.63411,TR,49.71
177,4437,Cross County Pky/Exit 13,0.26712,TR,49.15
178,4438,Pelhamdale/Hutchinson/Exit 14,0.39603,TR,49.71
179,4439,Cross County Pky/Exit 15,0.83319,TR,49.71
180,4440,Webster Ave/Exit 16,0.74713,TR,49.71
181,4441,North Ave/Exit 17,0.5531,TR,49.71
182,4458,Garden State Pky/Exit 52,1.44164,EX,65.24
183,4459,Glenwood Ave,0.45231,EX,65.24
184,4460,Winans Ave/Exit 54,0.64752,EX,65.24
185,4461,Lyons Ave/Exit 55,0.96569,EX,65.24
186,4462,Hillside Ave/Exit 56,1.38663,EX,59.59
187,4463,US-1/US-9/Exit 57,0.85805,EX,55.3
188,4464,US-1/US-9/Exit 58,0.95138,EX,54.99
189,4572,Grover Cleveland Service Area,1.71624,TR,65.24
190,4573,CR-602/Roosevelt Ave/Exit 12,2.8312,TR,65.24
191,4574,I-278/Exit 13,3.95113,TR,59.59
192,4575,RT-81/North Ave/Exit 13A,2.26115,TR,55.3
193,4576,I-78/New Jersey Tpke Ext,2.80711,TR,55.3
194,4577,Wilson Ave,1.18012,TR,55.3
195,4578,NJ Tpke E/NJ Tpke W/Exit 15,0.77316,TR,55.3
196,4578,NJ Tpke E/NJ Tpke W/Exit 15,0.37627,TR,55.3
197,4577,Wilson Ave,1.00344,TR,55.3
198,4576,I-78/New Jersey Tpke Ext,1.78617,TR,55.3
199,4575,RT-81/North Ave/Exit 13A,2.66827,TR,55.3
200,4574,I-278/Exit 13,2.37471,TR,55.3
201,4573,CR-602/Roosevelt Ave/Exit 12,2.98297,TR,62.01
202,4572,Grover Cleveland Service Area,3.35704,TR,65.24
203,4571,US-9/Exit 11,1.19663,TR,65.24
204,4607,I-95/NJ Tpke East Spur/Exit 17,0.48373,TR,44.74
205,4606,New Jersey Tpke Eastern Spur,0.64993,TR,44.74
206,4605,Paterson Plank Rd,1.44516,TR,55.3
207,4604,Secaucus-Rutherfield Toll Plaza,0.49348,TR,55.3
208,4603,RT-3/Exit 16,1.01217,TR,55.3
209,4602,I-280/Exit 15,3.99491,TR,55.3
210,4601,I-95/I-95 Cars Only,1.4579,TR,55.3
211,4594,I-95/I-95 Cars Only,0.068,TR,55.3
212,4595,I-280/Exit 15,1.66158,TR,55.3
213,57617,Seaview Dr/Exit 15X,2.14483,TR,55.3
214,4596,Lincoln Tunnel Toll Plaza,1.35813,TR,50.95
215,4597,I-495/Exit 16,0.18101,TR,36.47
216,4598,RT-3/Exit 17,0.68452,TR,54.49
217,4599,NJ Tpke Western Spur,3.07185,TR,55.3
218,4600,I-95/NJ Tpke West Spur/Exit 16,0.82692,TR,55.3
219,4601,I-95/I-95 Cars Only,0.06663,TR,55.3
220,4602,I-280/Exit 15,1.75112,TR,55.18
221,4603,RT-3/Exit 16,3.82471,TR,55.3
222,4604,Secaucus-Rutherfield Toll Plaza,1.20461,TR,55.3
223,4605,Paterson Plank Rd,0.49235,TR,55.05
224,4606,New Jersey Tpke Eastern Spur,1.46566,TR,55.24
225,4607,I-95/NJ Tpke East Spur/Exit 17,0.73381,TR,55.24
226,4600,I-95/NJ Tpke West Spur/Exit 16,0.44409,TR,55.3
227,4599,NJ Tpke Western Spur,0.48339,TR,55.3
228,4598,RT-3/Exit 17,3.25329,TR,55.3
229,4597,I-495/Exit 16,0.51579,TR,52.01
230,4596,Lincoln Tunnel Toll Plaza,0.04866,TR,22.99
231,57617,Seaview Dr/Exit 15X,1.85294,TR,53.38
232,4595,I-280/Exit 15,1.63441,TR,55.3
233,4594,I-95/I-95 Cars Only,1.66419,TR,55.3
234,4593,NJ Tpke E/NJ Tpke W/Exit 15,0.41075,TR,55.3
235,4592,Wilson Ave,0.94761,TR,55.3
236,4591,I-78/New Jersey Tpke Ext,1.92346,TR,55.3
237,4590,RT-81/North Ave/Exit 13A,2.57723,TR,55.3
238,4589,I-278/Exit 13,2.50463,TR,55.3
239,4588,CR-602/Roosevelt Ave/Exit 12,2.88279,TR,62.26
240,4587,Grover Cleveland Service Area,3.493,TR,65.24
241,4616,US-1/US-9/US-46/Exit 72,0.30945,TR,44.3
242,4615,RT-4,0.35253,TR,44.74
243,4614,Broad Ave/Exit 71,0.71298,TR,49.52
244,4613,Degraw Ave/Exit 70,1.33188,TR,55.3
245,4612,I-80/Exit 69,1.08245,TR,54.12
246,28003,I-95 Express Ln,0.07845,TR,55.3
247,4611,Challenger Blvd/Exit 68,0.11542,TR,55.3
248,4610,Emerson St/Exit 68,0.31794,TR,55.3
249,4609,US-46,0.37906,TR,54.74
250,4608,NJ Tpke E Spur/NJ Tpke W Spur,0.89345,TR,54.87
251,4608,NJ Tpke E Spur/NJ Tpke W Spur,0.48215,TR,55.3
252,4609,US-46,0.71746,TR,55.3
253,4610,Emerson St/Exit 68,0.19226,TR,55.3
254,4611,Challenger Blvd/Exit 68,0.24959,TR,55.3
255,28003,I-95 Express Ln,0.15132,TR,55.3
256,4612,I-80/Exit 69,0.76689,TR,55.24
257,4613,Degraw Ave/Exit 70,0.55899,TR,55.3
258,4614,Broad Ave/Exit 71,1.18378,TR,55.3
259,4615,RT-4,0.60968,TR,52.32
