NID,PC,DE,LE,TY,FF
3419,2308,Tuas West Rd/Tuas South Ave 3,0.06999,TR,29.2
3420,2307,Tuas South Ave 5,0.79436,TR,35.2
3421,2306,Pioneer Rd,1.77357,TR,42.6
3422,2306,Pioneer Rd,0.03456,TR,31.3
3423,2307,Tuas South Ave 5,1.739,TR,45.9
3424,2308,Tuas West Rd/Tuas South Ave 3,0.86436,TR,38.1
3425,2313,AYE/Ayer Rajah Expy/Jalan Ahmad Ibrahim,0.07533,TR,29.7
3426,2312,Gul Cir,0.63442,TR,33.7
3427,2311,Pioneer Rd,0.62219,TR,36.7
3428,2310,Tuas Rd,1.05608,TR,37.7
3429,2310,Tuas Rd,0.04954,TR,20.0
3430,2311,Pioneer Rd,1.0877,TR,33.6
3431,2312,Gul Cir,0.54352,TR,44.5
3432,2313,AYE/Ayer Rajah Expy/Jalan Ahmad Ibrahim,0.7245,TR,40.1
3433,2317,Tuas West Dr,0.0318,TR,50.0
3434,2316,Tuas South Ave 4,1.47953,TR,41.3
3435,2315,Tuas South Ave 3,0.76385,TR,44.8
3436,2315,Tuas South Ave 3,0.03737,TR,34.0
3437,2316,Tuas South Ave 4,0.79138,TR,41.9
3438,2317,Tuas West Dr,1.46691,TR,49.0
3439,2799,Tuas South Ave 6,0.11298,TR,50.0
3440,2330,Tuas South Ave 7,1.25722,TR,49.0
3441,2329,Tuas South Ave 5,0.60007,TR,40.3
3442,2328,Tuas South Ave 3,0.55877,TR,31.1
3443,2327,Tuas South Ave 1,0.15975,TR,24.7
3444,2327,Tuas South Ave 1,0.02642,TR,31.0
3445,2328,Tuas South Ave 3,0.1506,TR,23.7
3446,2329,Tuas South Ave 5,0.60421,TR,36.4
3447,2330,Tuas South Ave 7,0.60114,TR,46.8
3448,2799,Tuas South Ave 6,1.33566,TR,49.7
3449,2319,Tuas Cres,0.03237,TR,40.0
3450,2320,Tuas South Ave 4,1.36083,TR,49.3
3451,2321,Tuas South Ave 6,1.08216,TR,50.2
3452,2322,Tuas South Ave 8,0.50077,TR,52.3
3453,2323,Tuas South Ave 5,1.28838,TR,48.3
3454,2324,Tuas South Ave 7,0.65525,TR,39.2
3455,2325,Tuas South Ave 9,0.60712,TR,38.3
3456,2325,Tuas South Ave 9,0.03124,TR,33.0
3457,2324,Tuas South Ave 7,0.64385,TR,43.2
3458,2323,Tuas South Ave 5,0.63845,TR,42.3
3459,2322,Tuas South Ave 8,2.25455,TR,48.6
3460,2321,Tuas South Ave 6,0.47406,TR,51.9
3461,2320,Tuas South Ave 4,1.08954,TR,52.5
3462,2319,Tuas Cres,1.38541,TR,50.7
3463,2341,Tuas South Ave 9,0.01411,TR,36.0
3464,2340,Tuas South Ave 7,0.72895,TR,39.1
3465,2339,Tuas South Ave 5,0.48174,TR,41.4
3466,2338,Tuas South Ave 3,0.60264,TR,30.7
3467,2338,Tuas South Ave 3,0.0184,TR,50.0
3468,2339,Tuas South Ave 5,0.58388,TR,33.3
3469,2340,Tuas South Ave 7,0.49751,TR,36.7
3470,2341,Tuas South Ave 9,0.72703,TR,36.0
3471,2346,Tuas South Ave 4,0.0346,TR,36.0
3472,2345,Tuas South Ave 6,0.88504,TR,49.9
3473,2344,Tuas South Ave 8,0.50838,TR,57.7
3474,2343,Tuas South Ave 3,0.80497,TR,47.9
3475,2815,Tuas South Ave 10,0.45119,TR,40.0
3476,2816,Tuas South Ave 12,0.52431,TR,41.1
3477,2817,Tuas South Ave 14,0.62873,TR,39.5
3478,2336,Tuas Cres,0.0442,TR,30.0
3479,2335,Tuas South Ave 4,1.08315,TR,47.2
3480,2334,Tuas South Ave 6,1.06118,TR,48.4
3481,2333,Tuas South Ave 8,0.49505,TR,54.1
3482,2332,Tuas South Ave 3,0.89464,TR,45.9
3483,2812,Tuas South Ave 10,0.46524,TR,43.8
3484,2813,Tuas South Ave 12,0.4488,TR,53.8
3485,2814,Tuas South Ave 14,0.78646,TR,57.0
3486,2814,Tuas South Ave 14,0.0635,TR,41.3
