NID,PC,DE,LE,TY,FF
2162,5288,Av Fuentes de Satélite,0.7146,TR,22.56
2163,5287,Av de la Reyna,0.52211,TR,23.3
2164,5286,C Lomas Verdes,1.10102,TR,19.88
2165,5285,Camino a San Mateo,0.24743,TR,28.33
2166,5284,C Alcanfores,0.70652,TR,26.35
2167,5283,C San Juan Totoltepec,0.63646,TR,24.67
2168,5282,Av de los Remedios,0.30138,TR,24.73
2169,5282,Av de los Remedios,0.11575,TR,24.85
2170,5283,C San Juan Totoltepec,0.30004,TR,24.85
2171,5284,C Alcanfores,0.78026,TR,23.98
2172,5285,Camino a San Mateo,0.43186,TR,24.85
2173,5286,C Lomas Verdes,0.55175,TR,24.85
2174,5287,Av de la Reyna,0.81365,TR,23.49
2175,5288,Av Fuentes de Satélite,0.51519,TR,21.93
2176,5289,C Lauro Aguirre,0.72223,TR,24.05
2177,5290,C Ailes,0.46065,TR,21.5
2178,5291,Av de los Maestros,0.72508,TR,19.26
2179,5328,Av Aureliano Ramos,0.00915,TR,24.85
2180,5327,Av Bordo de Xochiaca,0.37244,TR,20.26
2181,5326,Av Chimalhuacán,0.58303,TR,17.52
2182,5325,C Pirules,0.58626,TR,19.2
2183,5324,Av Pantitlán,0.22752,TR,15.16
2184,14825,Avenida Benito Juárez,0.16971,TR,18.08
2185,5323,Av Texcoco,0.57658,TR,19.45
2186,5322,MEX-5D/Autopista Peñón-Texcoco,0.02633,TR,12.43
2187,5321,Av Revolución,0.18619,TR,19.39
2188,5320,Av Insurgentes,0.80015,TR,29.58
2189,5319,C Vía Morelos,0.27626,TR,34.8
2190,5318,C Río Bravo,0.56795,TR,29.33
2191,5317,Av Gobernadora,0.60867,TR,26.04
2192,5316,C Santa Clara,1.38933,TR,26.78
2193,5315,C M Hidalgo,0.83887,TR,32.93
2194,5314,Av Vicente Lombardo Toledano,0.64321,TR,32.31
2195,5313,C Benito Juárez,0.92287,TR,28.96
2196,5312,Autopista Mexico Pachuca,0.54691,TR,26.1
2197,5312,Autopista Mexico Pachuca,0.13158,TR,32.93
2198,5313,C Benito Juárez,0.44759,TR,21.81
2199,5314,Av Vicente Lombardo Toledano,0.90092,TR,28.46
2200,5315,C M Hidalgo,0.6836,TR,29.39
2201,5316,C Santa Clara,0.84697,TR,31.01
2202,5317,Av Gobernadora,1.38445,TR,25.91
2203,5318,C Río Bravo,0.61238,TR,25.23
2204,5319,C Vía Morelos,0.62365,TR,28.52
2205,5320,Av Insurgentes,0.44743,TR,33.8
2206,5321,Av Revolución,0.60467,TR,27.4
2207,5322,MEX-5D/Autopista Peñón-Texcoco,0.16713,TR,26.72
2208,5301,Via Gustavo Baz Prada,0.06955,TR,29.83
2209,5302,C Central,1.24748,TR,27.65
2210,5301,Via Gustavo Baz Prada,0.74701,TR,26.59
2211,5323,Av Texcoco,0.01585,TR,16.78
2212,14825,Avenida Benito Juárez,0.56174,TR,23.74
2213,6547,Avenida Cuauhtémoc/Calle Cuauhtemoc,4.50422,TR,52.94
2214,5369,Eje 10 S/C Diez Sur Santa Catarina,1.37279,TR,51.2
2215,5368,Eje 6 S/Avenida de las Torres,1.62021,TR,52.82
2216,5367,MEX-150/Autopista México-Puebla/Carretera Ciudad de México-Texcoco,2.05038,TR,44.3
2217,5367,MEX-150/Autopista México-Puebla/Carretera Ciudad de México-Texcoco,0.95431,TR,35.42
2218,5368,Eje 6 S/Avenida de las Torres,1.1286,TR,44.49
2219,5369,Eje 10 S/C Diez Sur Santa Catarina,2.70745,TR,53.62
