model,city,seed,depth,tod,#datapoints,#datapoints-train-sample-mean,#datapoints-test-sample-mean,np.mean(lr_object.scores_MSE),np.std(lr_object.scores_MSE),np.mean(lr_object.scores_QWK),np.std(lr_object.scores_QWK),num_splits
ridge,Zurich,50,1,6,"(143, 16)",95.0,48.0,7.0323651619497305,0.1885619516201973,0.5295319399907146,0.09508072047851951,2
linearregression,Singapore,70,1,6,"(714, 16)",110.8,55.5,9.735119116455692,10.208305340939685,0.41705566829177376,0.13712518116983766,10
randomforestregressor,Zurich,25,1,6,"(47, 16)",31.0,16.0,10.686159084336747,0.45158347125099585,0.3451130304499185,0.027614242277354206,2
ridge,Bogota,90,1,6,"(626, 16)",115.5,57.5,6.503940479078661,0.9109486096075883,0.6956539617655066,0.06163685138056465,8
lasso,MexicoCity,10,1,6,"(41, 16)",27.0,14.0,6.66621629701407,2.166067488070756,0.41751972545683863,0.009664740562578877,2
lasso,Istanbul,90,1,6,"(4028, 16)",115.86666666666666,57.833333333333336,3.8139468891259596,1.3893452772567445,0.08818807415271138,0.15142289506712617,60
ridge,Singapore,85,1,6,"(984, 16)",117.78571428571429,58.785714285714285,4.287862115388103,0.5164695181664587,0.43144183895837857,0.07587393683824732,14
lasso,Mumbai,90,1,6,"(386, 16)",123.75,61.75,6.299916601310685,0.46591503908772813,0.0,0.0,4
lasso,Mumbai,65,1,6,"(233, 16)",112.0,55.5,6.908085182613831,0.12773594808185695,0.0,0.0,2
linearregression,Zurich,85,1,6,"(330, 16)",120.5,60.0,18.124612986438343,14.856512265287298,0.24999700708209477,0.17428212994800998,4
randomforestregressor,Singapore,30,1,6,"(173, 16)",115.0,58.0,3.9604484484608227,1.233500436714692,0.6596446360385233,0.06983571884107115,2
randomforestregressor,Bogota,70,1,6,"(441, 16)",114.66666666666667,57.5,6.130454744790242,1.6317949678158714,0.7258800460629713,0.07846910533877992,6
randomforestregressor,Mumbai,105,1,6,"(505, 16)",112.0,56.333333333333336,6.496569821517222,0.9739331326285192,0.19088259285530626,0.05590744172791364,6
lasso,Istanbul,30,1,6,"(740, 16)",115.8,58.0,4.99909965548394,1.2629366543258915,0.3829692747977102,0.10718048666559153,10
randomforestregressor,Singapore,65,1,6,"(623, 16)",117.5,58.875,4.129260512969783,0.7133855171431239,0.49464257262070965,0.05587346546993381,8
ridge,Auckland,50,1,6,"(635, 16)",117.5,58.625,2.567788253736225,0.8160229684561736,0.6653342375842599,0.09320207489136045,8
randomforestregressor,Zurich,45,1,6,"(122, 16)",81.0,41.0,8.761541128673812,1.1711680869932932,0.46126983158137635,0.0627627549766685,2
ridge,London,10,1,6,"(103, 16)",69.0,34.0,7.090206641751349,1.4317401031981856,0.41896020469980033,0.14283754810918847,2
linearregression,Zurich,50,1,6,"(143, 16)",95.0,48.0,11.925981632174484,1.0400982395676985,0.3489238334928711,0.08557287869731606,2
linearregression,NewYorkCity,10,1,6,"(56, 16)",37.0,19.0,779.133835755787,741.6390783974888,0.27545006909051467,0.23454001168035105,2
linearregression,Singapore,30,1,6,"(173, 16)",115.0,58.0,17.353339345602873,6.607446909529753,0.21383889263681272,0.3147692011075163,2
ridge,Istanbul,70,1,6,"(2751, 16)",114.45238095238095,57.142857142857146,2.7783499924695967,0.9534329751202391,0.5808173568754003,0.08667945269364923,42
randomforestregressor,Singapore,105,1,6,"(1397, 16)",113.75,56.9,3.6142376250183097,0.7030053306755609,0.4113511394258505,0.09469919592484854,20
ridge,Mumbai,45,1,6,"(131, 16)",87.0,44.0,7.237205530517095,2.1952204878497175,0.2555614105462876,0.14524558340125776,2
linearregression,MexicoCity,50,1,6,"(511, 16)",114.0,56.833333333333336,485.0201358898734,985.0848459529279,0.1326836926663319,0.1464587872269452,6
