model,city,seed,depth,tod,#datapoints,#datapoints-train-sample-mean,#datapoints-test-sample-mean,np.mean(lr_object.scores_MSE),np.std(lr_object.scores_MSE),np.mean(lr_object.scores_QWK),np.std(lr_object.scores_QWK),num_splits
linearregression,Auckland,30,1,6,"(297, 16)",198.0,99.0,69.83857608899697,49.03458533708672,0.09967345290032144,0.27301428464505434,7
ridge,Bogota,90,1,6,"(626, 16)",419.0,207.0,5.6446439936715205,0.17751545085915554,0.7301151937700899,0.012010835177613075,7
linearregression,MexicoCity,50,1,6,"(511, 16)",342.0,169.0,23.445289083500693,19.30091772814381,0.12210971948749716,0.22006324646479847,7
ridge,Auckland,90,1,6,"(1469, 16)",984.0,485.0,1.9302896876586466,0.13980057008361393,0.5992137477314456,0.01920745912918966,7
randomforestregressor,Singapore,65,1,6,"(623, 16)",417.0,206.0,3.3411322875478016,0.15982221449631753,0.5443303713858398,0.01697306280215317,7
linearregression,Mumbai,65,1,6,"(233, 16)",156.0,77.0,18.762461366826365,14.266356162524215,0.2214241694892954,0.25259610629188056,7
linearregression,Capetown,90,1,6,"(1614, 16)",1081.0,533.0,13.240888982373487,20.690764643153756,0.30324316185952366,0.21526892775667777,7
randomforestregressor,Singapore,85,1,6,"(984, 16)",659.0,325.0,3.4863839276972186,0.18871536813465747,0.4941784759581061,0.021799905404098804,7
lasso,Zurich,25,1,6,"(47, 16)",31.0,16.0,13.888643039618046,2.986154605691648,0.182974537667787,0.15891151956353927,7
randomforestregressor,MexicoCity,10,1,6,"(41, 16)",27.0,14.0,8.580521273204116,2.09452133452637,0.35541137467249573,0.1073414382225833,7
randomforestregressor,Zurich,90,1,6,"(364, 16)",243.0,121.0,7.948369768923043,1.3608353219666236,0.2809937086906384,0.06191994243910773,7
ridge,London,30,1,6,"(723, 16)",484.0,239.0,5.182405685030184,0.3950603934578975,0.41066931512010635,0.033818675289169715,7
lasso,London,50,1,6,"(1663, 16)",1114.0,549.0,5.007103323659287,0.31900722435113077,0.0,0.0,7
lasso,Auckland,50,1,6,"(635, 16)",425.0,210.0,3.438960301232495,0.6056706326433189,0.21325913658006707,0.08482599492399788,7
ridge,Auckland,70,1,6,"(1031, 16)",690.0,341.0,1.704603733161111,0.17539802743892577,0.672435870630131,0.019809201515864187,7
linearregression,Mumbai,90,1,6,"(386, 16)",258.0,128.0,24.451698701864753,26.189363208126014,0.1552968940003779,0.083398757710854,7
lasso,Zurich,70,1,6,"(247, 16)",165.0,82.0,9.015517334118053,1.3014821533411822,0.05703721368043695,0.03006966741904663,7
randomforestregressor,Auckland,30,1,6,"(297, 16)",198.0,99.0,2.5699260549479273,0.3338554700936981,0.6908303550684044,0.05121906285138913,7
lasso,NewYorkCity,50,1,6,"(946, 16)",633.0,313.0,7.6770892266790955,0.3513124033846607,0.0,0.0,7
linearregression,Singapore,65,1,6,"(623, 16)",417.0,206.0,3.9681074335103994,1.1129546411943991,0.4966260166705539,0.1489750346370346,7
randomforestregressor,London,50,1,6,"(1663, 16)",1114.0,549.0,4.754873857419868,0.35250114955880274,0.2654243007870503,0.015578527599632007,7
ridge,Singapore,70,1,6,"(714, 16)",478.0,236.0,3.4054219751593076,0.43379860222644745,0.5395813920829974,0.04257451373096477,7
lasso,Mumbai,65,1,6,"(233, 16)",156.0,77.0,6.533533685469513,0.30178735260459033,0.011387894755096115,0.018339050448522118,7
lasso,Mumbai,45,1,6,"(131, 16)",87.0,44.0,7.060816768221664,0.664559709461227,-0.0037905280412195985,0.008246284751351004,7
randomforestregressor,Singapore,90,1,6,"(1082, 16)",724.0,358.0,3.2675395167662096,0.2989870151911666,0.5017316644094659,0.035839430120562024,7
